Code,Symbol,Name,Market,Sector
357120.KS,357120,코람코라이프인프라리츠,KOSPI,부동산 임대 및 공급업
332370.KQ,332370,아이디피,KOSDAQ,컴퓨터 및 주변장치 제조업
331920.KQ,331920,셀레믹스,KOSDAQ,기초 의약물질 제조업
950190.KQ,950190,고스트스튜디오,KOSDAQ,소프트웨어 개발 및 공급업
337930.KQ,337930,젝시믹스,KOSDAQ,기타 정보 서비스업
060850.KQ,060850,영림원소프트랩,KOSDAQ,소프트웨어 개발 및 공급업
032300.KQ,032300,한국파마,KOSDAQ,의약품 제조업
348950.KS,348950,제이알글로벌리츠,KOSPI,부동산 임대 및 공급업
357780.KQ,357780,솔브레인,KOSDAQ,기타 화학제품 제조업
357250.KS,357250,미래에셋맵스리츠,KOSPI,부동산 임대 및 공급업
350520.KS,350520,이지스레지던스리츠,KOSPI,부동산 임대 및 공급업
332570.KQ,332570,PS일렉트로닉스,KOSDAQ,전자부품 제조업
101360.KQ,101360,에코앤드림,KOSDAQ,일차전지 및 이차전지 제조업
347890.KQ,347890,엠엑스온,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
298540.KQ,298540,더네이쳐홀딩스,KOSDAQ,의복 액세서리 제조업
225220.KQ,225220,제놀루션,KOSDAQ,기초 의약물질 제조업
304100.KQ,304100,솔트룩스,KOSDAQ,소프트웨어 개발 및 공급업
266470.KS,266470,바이오인프라생명과학,KOSPI,자연과학 및 공학 연구개발업
277880.KQ,277880,티에스아이,KOSDAQ,특수 목적용 기계 제조업
262260.KQ,262260,에이프로,KOSDAQ,기타 전기장비 제조업
334890.KS,334890,이지스밸류플러스리츠,KOSPI,부동산 임대 및 공급업
950200.KQ,950200,소마젠,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
290520.KQ,290520,신도기연,KOSDAQ,특수 목적용 기계 제조업
330350.KQ,330350,위더스제약,KOSDAQ,의약품 제조업
326030.KS,326030,에스케이바이오팜,KOSPI,자연과학 및 공학 연구개발업
169330.KQ,169330,엠브레인,KOSDAQ,시장조사 및 여론조사업
229000.KQ,229000,젠큐릭스,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
322970.KS,322970,무진메디,KOSPI,자연과학 및 공학 연구개발업
297890.KQ,297890,HB솔루션,KOSDAQ,특수 목적용 기계 제조업
351320.KQ,351320,넥사다이내믹스,KOSDAQ,특수 목적용 기계 제조업
298060.KQ,298060,풍전약품,KOSDAQ,의약품 제조업
353190.KQ,353190,휴럼,KOSDAQ,기타 식품 제조업
353810.KQ,353810,이지바이오,KOSDAQ,동물용 사료 및 조제식품 제조업
223250.KQ,223250,드림씨아이에스,KOSDAQ,자연과학 및 공학 연구개발업
353200.KS,353200,대덕전자,KOSPI,전자부품 제조업
198080.KQ,198080,캐프,KOSDAQ,전자부품 제조업
237820.KQ,237820,플레이디,KOSDAQ,광고업
092190.KQ,092190,서울바이오시스,KOSDAQ,반도체 제조업
204270.KQ,204270,제이앤티씨,KOSDAQ,전자부품 제조업
274090.KQ,274090,켄코아에어로스페이스,KOSDAQ,"항공기,우주선 및 부품 제조업"
294140.KQ,294140,레몬,KOSDAQ,화학섬유 제조업
294630.KQ,294630,서남,KOSDAQ,기타 전기장비 제조업
065370.KQ,065370,위세아이텍,KOSDAQ,소프트웨어 개발 및 공급업
344820.KS,344820,케이씨씨글라스,KOSPI,유리 및 유리제품 제조업
340440.KQ,340440,세림B&G,KOSDAQ,플라스틱제품 제조업
311690.KQ,311690,CJ 바이오사이언스,KOSDAQ,자연과학 및 공학 연구개발업
062970.KQ,062970,한국첨단소재,KOSDAQ,통신 및 방송 장비 제조업
062970.KQ,062970,한국첨단소재,KOSDAQ,통신 및 방송 장비 제조업
327260.KQ,327260,RF머트리얼즈,KOSDAQ,전자부품 제조업
339950.KQ,339950,아이비김영,KOSDAQ,일반 교습 학원
288330.KQ,288330,파라택시스코리아,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
340360.KQ,340360,다보링크,KOSDAQ,통신 및 방송 장비 제조업
235980.KQ,235980,메드팩토,KOSDAQ,자연과학 및 공학 연구개발업
336570.KQ,336570,원텍,KOSDAQ,의료용 기기 제조업
226330.KQ,226330,신테카바이오,KOSDAQ,소프트웨어 개발 및 공급업
322510.KQ,322510,제이엘케이,KOSDAQ,소프트웨어 개발 및 공급업
124560.KQ,124560,태웅로직스,KOSDAQ,기타 운송관련 서비스업
335870.KQ,335870,윙스풋,KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업"
317860.KS,317860,노드메이슨,KOSPI,기타 화학제품 제조업
302550.KQ,302550,리메드,KOSDAQ,의료용 기기 제조업
338100.KS,338100,NH프라임리츠,KOSPI,부동산 임대 및 공급업
336040.KS,336040,타스컴,KOSPI,의료용 기기 제조업
250030.KS,250030,진코스텍,KOSPI,기타 화학제품 제조업
336060.KQ,336060,웨이버스,KOSDAQ,소프트웨어 개발 및 공급업
337840.KS,337840,유엑스엔,KOSPI,의료용 기기 제조업
278650.KQ,278650,HLB바이오스텝,KOSDAQ,자연과학 및 공학 연구개발업
308170.KS,308170,씨티알모빌리티,KOSPI,자동차 신품 부품 제조업
321550.KQ,321550,티움바이오,KOSDAQ,자연과학 및 공학 연구개발업
297090.KQ,297090,씨에스베어링,KOSDAQ,일반 목적용 기계 제조업
103840.KQ,103840,우양,KOSDAQ,"과실, 채소 가공 및 저장 처리업"
190650.KQ,190650,코리아에셋투자증권,KOSDAQ,금융 지원 서비스업
322000.KS,322000,HD현대에너지솔루션,KOSPI,반도체 제조업
306040.KQ,306040,에스제이그룹,KOSDAQ,"가죽, 가방 및 유사제품 제조업"
216080.KQ,216080,제테마,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
272210.KS,272210,한화시스템,KOSPI,전자부품 제조업
214260.KQ,214260,라파스,KOSDAQ,기타 화학제품 제조업
084850.KQ,084850,아이티엠반도체,KOSDAQ,전자부품 제조업
333430.KQ,333430,일승,KOSDAQ,선박 및 보트 건조업
317400.KS,317400,자이에스앤디,KOSPI,부동산 임대 및 공급업
279600.KQ,279600,미디어젠,KOSDAQ,소프트웨어 개발 및 공급업
322180.KQ,322180,LS티라유텍,KOSDAQ,소프트웨어 개발 및 공급업
333050.KQ,333050,이노테나,KOSDAQ,소프트웨어 개발 및 공급업
330590.KS,330590,롯데리츠,KOSPI,부동산 임대 및 공급업
013890.KS,013890,지누스,KOSPI,가구 제조업
331520.KQ,331520,밸로프,KOSDAQ,소프트웨어 개발 및 공급업
317530.KQ,317530,에피소드컴퍼니,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
331660.KS,331660,한국미라클피플사,KOSPI,기타 화학제품 제조업
272110.KQ,272110,케이엔제이,KOSDAQ,반도체 제조업
317870.KQ,317870,엔바이오니아,KOSDAQ,그외 기타 제품 제조업
318010.KQ,318010,팜스빌,KOSDAQ,기타 식품 제조업
336260.KS,336260,두산퓨얼셀,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
300120.KQ,300120,라온피플,KOSDAQ,소프트웨어 개발 및 공급업
336370.KS,336370,솔루스첨단소재,KOSPI,전자부품 제조업
036420.KS,036420,콘텐트리중앙,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업"
158430.KQ,158430,아톤,KOSDAQ,소프트웨어 개발 및 공급업
234690.KQ,234690,녹십자웰빙,KOSDAQ,의약품 제조업
332290.KQ,332290,누보,KOSDAQ,"비료, 농약 및 살균, 살충제 제조업"
331380.KQ,331380,포커스에이아이,KOSDAQ,영상 및 음향기기 제조업
093510.KS,093510,엔지브이아이,KOSPI,자동차 신품 부품 제조업
244460.KQ,244460,올리패스,KOSDAQ,기초 의약물질 제조업
317120.KQ,317120,라닉스,KOSDAQ,반도체 제조업
320000.KQ,320000,한울반도체,KOSDAQ,특수 목적용 기계 제조업
256150.KQ,256150,한독크린텍,KOSDAQ,일반 목적용 기계 제조업
311390.KQ,311390,네오크레마,KOSDAQ,기타 식품 제조업
195500.KQ,195500,마니커에프앤지,KOSDAQ,"도축, 육류 가공 및 저장 처리업"
328380.KQ,328380,솔트웨어,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
286750.KQ,286750,나노실리칸첨단소재,KOSDAQ,기초 화학물질 제조업
317830.KQ,317830,에스피시스템스,KOSDAQ,특수 목적용 기계 제조업
228670.KQ,228670,레이,KOSDAQ,의료용 기기 제조업
186230.KQ,186230,그린플러스,KOSDAQ,1차 비철금속 제조업
282880.KQ,282880,코윈테크,KOSDAQ,특수 목적용 기계 제조업
317330.KQ,317330,덕산테코피아,KOSDAQ,기타 화학제품 제조업
318000.KQ,318000,KBG,KOSDAQ,합성고무 및 플라스틱 물질 제조업
317770.KQ,317770,엑스페릭스,KOSDAQ,전자부품 제조업
148150.KQ,148150,세경하이테크,KOSDAQ,전자부품 제조업
313760.KQ,313760,캐리,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
317850.KQ,317850,대모,KOSDAQ,특수 목적용 기계 제조업
241840.KQ,241840,에이스토리,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
300080.KQ,300080,플리토,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
234340.KQ,234340,헥토파이낸셜,KOSDAQ,금융 지원 서비스업
289010.KQ,289010,아이스크림에듀,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업"
327610.KS,327610,펨토바이오메드,KOSPI,의료용 기기 제조업
251970.KQ,251970,펌텍코리아,KOSDAQ,플라스틱제품 제조업
312610.KQ,312610,에이에프더블류,KOSDAQ,1차 비철금속 제조업
323280.KQ,323280,태성,KOSDAQ,특수 목적용 기계 제조업
293780.KQ,293780,압타바이오,KOSDAQ,자연과학 및 공학 연구개발업
308100.KQ,308100,형지글로벌,KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업"
305090.KQ,305090,마이크로디지탈,KOSDAQ,의료용 기기 제조업
322780.KQ,322780,코퍼스코리아,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
321260.KQ,321260,프로이천,KOSDAQ,반도체 제조업
003670.KS,003670,포스코퓨처엠,KOSPI,일차전지 및 이차전지 제조업
253840.KQ,253840,수젠텍,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
307930.KQ,307930,컴퍼니케이,KOSDAQ,기타 금융업
319660.KQ,319660,피에스케이,KOSDAQ,특수 목적용 기계 제조업
319400.KQ,319400,현대무벡스,KOSDAQ,일반 목적용 기계 제조업
317240.KQ,317240,TS트릴리온,KOSDAQ,기타 화학제품 제조업
279060.KS,279060,이노벡스,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
125210.KQ,125210,아모그린텍,KOSDAQ,전자부품 제조업
307950.KS,307950,현대오토에버,KOSPI,소프트웨어 개발 및 공급업
228760.KQ,228760,지노믹트리,KOSDAQ,자연과학 및 공학 연구개발업
099750.KQ,099750,이지케어텍,KOSDAQ,소프트웨어 개발 및 공급업
100790.KQ,100790,미래에셋벤처투자,KOSDAQ,기타 금융업
192650.KS,192650,드림텍,KOSPI,전자부품 제조업
192080.KS,192080,더블유게임즈,KOSPI,소프트웨어 개발 및 공급업
247540.KQ,247540,에코프로비엠,KOSDAQ,일차전지 및 이차전지 제조업
299660.KQ,299660,셀리드,KOSDAQ,자연과학 및 공학 연구개발업
316140.KS,316140,우리금융지주,KOSPI,기타 금융업
278280.KQ,278280,천보,KOSDAQ,기초 화학물질 제조업
246960.KQ,246960,SCL사이언스,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
104620.KQ,104620,노랑풍선,KOSDAQ,여행사 및 기타 여행보조 서비스업
053580.KQ,053580,웹케시,KOSDAQ,소프트웨어 개발 및 공급업
311060.KS,311060,엘에이티,KOSPI,특수 목적용 기계 제조업
298690.KS,298690,에어부산,KOSPI,항공 여객 운송업
238200.KQ,238200,비피도,KOSDAQ,기타 식품 제조업
263050.KQ,263050,유틸렉스,KOSDAQ,기초 의약물질 제조업
290550.KQ,290550,디케이티,KOSDAQ,전자부품 제조업
307180.KQ,307180,아이엘,KOSDAQ,전구 및 조명장치 제조업
310200.KQ,310200,애니플러스,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
310870.KQ,310870,디와이씨,KOSDAQ,자동차 신품 부품 제조업
299900.KQ,299900,위지윅스튜디오,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
309930.KQ,309930,조이웍스앤코,KOSDAQ,기타 생활용품 소매업
307750.KQ,307750,국전,KOSDAQ,의약품 제조업
298380.KQ,298380,에이비엘바이오,KOSDAQ,기초 의약물질 제조업
100590.KQ,100590,머큐리,KOSDAQ,통신 및 방송 장비 제조업
110020.KQ,110020,전진바이오팜,KOSDAQ,기타 화학제품 제조업
270870.KQ,270870,뉴트리,KOSDAQ,기타 식품 제조업
307870.KQ,307870,비투엔,KOSDAQ,소프트웨어 개발 및 공급업
302430.KQ,302430,이노메트리,KOSDAQ,특수 목적용 기계 제조업
290120.KQ,290120,DH오토리드,KOSDAQ,자동차 신품 부품 제조업
128540.KQ,128540,에코캡,KOSDAQ,자동차 신품 부품 제조업
307280.KQ,307280,원바이오젠,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
900340.KQ,900340,윙입푸드,KOSDAQ,기타 금융업
111710.KQ,111710,남화산업,KOSDAQ,스포츠 서비스업
111710.KQ,111710,남화산업,KOSDAQ,스포츠 서비스업
179290.KQ,179290,엠아이텍,KOSDAQ,의료용 기기 제조업
117730.KQ,117730,티로보틱스,KOSDAQ,특수 목적용 기계 제조업
290660.KQ,290660,다이나믹솔루션,KOSDAQ,의료용 기기 제조업
207490.KS,207490,에이펙스인텍,KOSPI,전구 및 조명장치 제조업
246710.KQ,246710,티앤알바이오팹,KOSDAQ,기초 의약물질 제조업
267850.KS,267850,아시아나IDT,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
263690.KQ,263690,디알젬,KOSDAQ,의료용 기기 제조업
217330.KQ,217330,싸이토젠,KOSDAQ,자연과학 및 공학 연구개발업
027360.KQ,027360,아주IB투자,KOSDAQ,기타 금융업
263020.KQ,263020,디케이앤디,KOSDAQ,플라스틱제품 제조업
194700.KQ,194700,노바렉스,KOSDAQ,기타 식품 제조업
290670.KQ,290670,대보마그네틱,KOSDAQ,기타 전기장비 제조업
285490.KQ,285490,노바텍,KOSDAQ,그외 기타 제품 제조업
290650.KQ,290650,엘앤씨바이오,KOSDAQ,의약품 제조업
306620.KQ,306620,지아이에스,KOSDAQ,특수 목적용 기계 제조업
108490.KQ,108490,로보티즈,KOSDAQ,특수 목적용 기계 제조업
153710.KQ,153710,옵티팜,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
288620.KQ,288620,에스프리즘,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
306200.KS,306200,세아제강,KOSPI,1차 철강 제조업
293580.KQ,293580,나우IB,KOSDAQ,기타 금융업
290720.KQ,290720,푸드나무,KOSDAQ,무점포 소매업
293480.KS,293480,하나제약,KOSPI,의약품 제조업
110790.KQ,110790,크리스에프앤씨,KOSDAQ,봉제의복 제조업
299170.KQ,299170,더블유에스아이,KOSDAQ,생활용품 도매업
219750.KQ,219750,한국비티비,KOSDAQ,의료용 기기 제조업
010400.KS,010400,우진아이엔에스,KOSPI,건물설비 설치 공사업
291230.KQ,291230,엔피,KOSDAQ,기타 사업지원 서비스업
257370.KQ,257370,피엔티엠에스,KOSDAQ,특수 목적용 기계 제조업
140610.KS,140610,엔솔바이오사이언스,KOSPI,자연과학 및 공학 연구개발업
197140.KQ,197140,디지캡,KOSDAQ,소프트웨어 개발 및 공급업
303030.KQ,303030,지니틱스,KOSDAQ,반도체 제조업
290740.KQ,290740,액트로,KOSDAQ,전자부품 제조업
173130.KQ,173130,오파스넷,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
089970.KQ,089970,브이엠,KOSDAQ,특수 목적용 기계 제조업
086820.KQ,086820,바이오솔루션,KOSDAQ,기초 의약물질 제조업
302920.KS,302920,더콘텐츠온,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업"
293940.KS,293940,신한알파리츠,KOSPI,부동산 임대 및 공급업
110990.KQ,110990,디아이티,KOSDAQ,특수 목적용 기계 제조업
275630.KQ,275630,에스에스알,KOSDAQ,소프트웨어 개발 및 공급업
300720.KS,300720,한일시멘트,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
290270.KQ,290270,휴네시온,KOSDAQ,소프트웨어 개발 및 공급업
091810.KS,091810,트리니티항공,KOSPI,항공 여객 운송업
286940.KS,286940,롯데이노베이트,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
080720.KQ,080720,한국유니온제약,KOSDAQ,의약품 제조업
204020.KQ,204020,그리티,KOSDAQ,봉제의복 제조업
297570.KQ,297570,아틀라스링크,KOSDAQ,통신 및 방송 장비 제조업
226950.KQ,226950,올릭스,KOSDAQ,자연과학 및 공학 연구개발업
298050.KS,298050,HS효성첨단소재,KOSPI,화학섬유 제조업
258050.KS,258050,테크트랜스,KOSPI,기타 금속 가공제품 제조업
298040.KS,298040,효성중공업,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
298020.KS,298020,효성티앤씨,KOSPI,화학섬유 제조업
298000.KS,298000,효성화학,KOSPI,기초 화학물질 제조업
175250.KQ,175250,아이큐어,KOSDAQ,기타 화학제품 제조업
289080.KQ,289080,SV인베스트먼트,KOSDAQ,기타 금융업
276240.KS,276240,엘리비젼,KOSPI,영상 및 음향기기 제조업
299480.KS,299480,지앤이헬스케어,KOSPI,기타 섬유제품 제조업
088260.KS,088260,이리츠코크렙,KOSPI,부동산 임대 및 공급업
245620.KQ,245620,EDGC,KOSDAQ,자연과학 및 공학 연구개발업
294870.KS,294870,IPARK현대산업개발,KOSPI,건물 건설업
284620.KQ,284620,카이노스메드,KOSDAQ,자연과학 및 공학 연구개발업
037030.KQ,037030,파워넷,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
016790.KQ,016790,현대사료,KOSDAQ,동물용 사료 및 조제식품 제조업
258830.KQ,258830,세종메디칼,KOSDAQ,의료용 기기 제조업
122310.KQ,122310,제노레이,KOSDAQ,의료용 기기 제조업
217910.KS,217910,에스제이켐,KOSPI,기초 화학물질 제조업
950170.KQ,950170,JTC,KOSDAQ,종합 소매업
253590.KQ,253590,네오셈,KOSDAQ,특수 목적용 기계 제조업
263700.KQ,263700,케어랩스,KOSDAQ,광고업
018250.KS,018250,애경산업,KOSPI,기타 화학제품 제조업
277070.KQ,277070,린드먼아시아,KOSDAQ,신탁업 및 집합투자업
226400.KQ,226400,오스테오닉,KOSDAQ,의료용 기기 제조업
183490.KQ,183490,엔지켐생명과학,KOSDAQ,기초 의약물질 제조업
006620.KQ,006620,동구바이오제약,KOSDAQ,의약품 제조업
154030.KQ,154030,아시아종묘,KOSDAQ,작물 재배업
260660.KQ,260660,알리코제약,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
068270.KS,068270,셀트리온,KOSPI,기초 의약물질 제조업
042000.KQ,042000,카페24,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
219420.KQ,219420,링크제니시스,KOSDAQ,소프트웨어 개발 및 공급업
267790.KQ,267790,배럴,KOSDAQ,봉제의복 제조업
255220.KQ,255220,SG,KOSDAQ,기타 비금속 광물제품 제조업
264660.KQ,264660,씨앤지하이테크,KOSDAQ,특수 목적용 기계 제조업
284740.KS,284740,쿠쿠홈시스,KOSPI,개인 및 가정용품 임대업
285130.KS,285130,SK케미칼,KOSPI,합성고무 및 플라스틱 물질 제조업
269620.KQ,269620,시스웍,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
187870.KQ,187870,디바이스,KOSDAQ,특수 목적용 기계 제조업
236030.KS,236030,씨알푸드,KOSPI,"곡물가공품, 전분 및 전분제품 제조업"
281740.KQ,281740,레이크머티리얼즈,KOSDAQ,기타 화학제품 제조업
282330.KS,282330,BGF리테일,KOSPI,종합 소매업
092780.KS,092780,DYP,KOSPI,자동차용 엔진 및 자동차 제조업
272450.KS,272450,진에어,KOSPI,항공 여객 운송업
260930.KQ,260930,씨티케이,KOSDAQ,기타 화학제품 제조업
241770.KQ,241770,메카로,KOSDAQ,반도체 제조업
234300.KQ,234300,에스트래픽,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
281820.KS,281820,케이씨텍,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
066360.KQ,066360,체리부로,KOSDAQ,"도축, 육류 가공 및 저장 처리업"
007680.KQ,007680,대원,KOSDAQ,건물 건설업
272550.KS,272550,삼양패키징,KOSPI,플라스틱제품 제조업
253450.KQ,253450,스튜디오드래곤,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
950160.KQ,950160,코오롱티슈진,KOSDAQ,기초 의약물질 제조업
278990.KS,278990,EMB,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
055490.KS,055490,테이팩스,KOSPI,플라스틱제품 제조업
280360.KS,280360,롯데웰푸드,KOSPI,기타 식품 제조업
180060.KS,180060,탑선,KOSPI,기타 전기장비 제조업
180060.KS,180060,탑선,KOSPI,기타 전기장비 제조업
265560.KQ,265560,영화테크,KOSDAQ,자동차 신품 부품 제조업
234100.KQ,234100,폴라리스세원,KOSDAQ,자동차 신품 부품 제조업
263810.KQ,263810,상신전자,KOSDAQ,전자부품 제조업
255440.KQ,255440,야스,KOSDAQ,특수 목적용 기계 제조업
277410.KQ,277410,인산가,KOSDAQ,기타 식품 제조업
263920.KQ,263920,휴엠앤씨,KOSDAQ,그외 기타 제품 제조업
243840.KQ,243840,신흥에스이씨,KOSDAQ,일차전지 및 이차전지 제조업
179900.KQ,179900,유티아이,KOSDAQ,전자부품 제조업
171090.KQ,171090,선익시스템,KOSDAQ,특수 목적용 기계 제조업
259630.KQ,259630,엠플러스,KOSDAQ,특수 목적용 기계 제조업
174900.KQ,174900,앱클론,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
263750.KQ,263750,펄어비스,KOSDAQ,소프트웨어 개발 및 공급업
256940.KQ,256940,킵스파마,KOSDAQ,의약품 제조업
260870.KS,260870,SK시그넷,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
260870.KS,260870,SK시그넷,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
263600.KQ,263600,덕우전자,KOSDAQ,전자부품 제조업
270520.KQ,270520,앱튼,KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업"
258610.KQ,258610,케일럼,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
140670.KQ,140670,알에스오토메이션,KOSDAQ,전자부품 제조업
900310.KQ,900310,컬러레이,KOSDAQ,기타 금융업
273060.KQ,273060,와이즈버즈,KOSDAQ,광고업
118990.KQ,118990,모트렉스,KOSDAQ,자동차 신품 부품 제조업
263800.KQ,263800,데이타솔루션,KOSDAQ,기계장비 및 관련 물품 도매업
263860.KQ,263860,지니언스,KOSDAQ,소프트웨어 개발 및 공급업
263720.KQ,263720,디앤씨미디어,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업"
162120.KS,162120,루켄테크놀러지스,KOSPI,기타 전기장비 제조업
238490.KQ,238490,힘스,KOSDAQ,특수 목적용 기계 제조업
271980.KS,271980,제일약품,KOSPI,의약품 제조업
251630.KQ,251630,브이원텍,KOSDAQ,특수 목적용 기계 제조업
227610.KQ,227610,아우딘퓨쳐스,KOSDAQ,기타 화학제품 제조업
272290.KQ,272290,이녹스첨단소재,KOSDAQ,전자부품 제조업
035720.KS,035720,카카오,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
271560.KS,271560,오리온,KOSPI,기타 식품 제조업
003380.KQ,003380,하림지주,KOSDAQ,기타 금융업
261200.KQ,261200,덴티스,KOSDAQ,의료용 기기 제조업
233250.KS,233250,메디안디노스틱,KOSPI,의료용품 및 기타 의약 관련제품 제조업
267320.KQ,267320,나인테크,KOSDAQ,특수 목적용 기계 제조업
270210.KS,270210,에스알바이오텍,KOSPI,기타 화학제품 제조업
266170.KS,266170,레드우즈,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업"
250000.KQ,250000,보라티알,KOSDAQ,음·식료품 및 담배 도매업
267980.KQ,267980,매일유업,KOSDAQ,동·식물성 유지 및 낙농제품 제조업
225190.KQ,225190,LK삼양,KOSDAQ,사진장비 및 광학기기 제조업
264850.KQ,264850,이랜시스,KOSDAQ,전자부품 제조업
161580.KQ,161580,필옵틱스,KOSDAQ,특수 목적용 기계 제조업
268280.KS,268280,미원에스씨,KOSPI,기초 화학물질 제조업
267290.KS,267290,경동도시가스,KOSPI,연료용 가스 제조 및 배관공급업
251270.KS,251270,넷마블,KOSPI,소프트웨어 개발 및 공급업
267270.KS,267270,HD건설기계,KOSPI,특수 목적용 기계 제조업
267250.KS,267250,HD현대,KOSPI,기타 금융업
267260.KS,267260,HD현대일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
256630.KQ,256630,포인트엔지니어링,KOSDAQ,기타 금속 가공제품 제조업
166090.KQ,166090,하나머티리얼즈,KOSDAQ,반도체 제조업
258790.KQ,258790,소프트캠프,KOSDAQ,소프트웨어 개발 및 공급업
251370.KQ,251370,와이엠티,KOSDAQ,기초 화학물질 제조업
264900.KS,264900,크라운제과,KOSPI,"떡, 빵 및 과자류 제조업"
265520.KQ,265520,AP시스템,KOSDAQ,특수 목적용 기계 제조업
263770.KQ,263770,유에스티,KOSDAQ,1차 철강 제조업
063760.KQ,063760,이엘피,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
264450.KQ,264450,유비쿼스,KOSDAQ,통신 및 방송 장비 제조업
178320.KQ,178320,서진시스템,KOSDAQ,기타 전기장비 제조업
183300.KQ,183300,코미코,KOSDAQ,특수 목적용 기계 제조업
246720.KQ,246720,아스타,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
145720.KS,145720,덴티움,KOSPI,의료용 기기 제조업
217480.KQ,217480,에스디생명공학,KOSDAQ,기타 화학제품 제조업
002800.KQ,002800,신신제약,KOSDAQ,의약품 제조업
083500.KQ,083500,에프엔에스테크,KOSDAQ,특수 목적용 기계 제조업
087260.KQ,087260,모바일어플라이언스,KOSDAQ,소프트웨어 개발 및 공급업
241820.KQ,241820,피씨엘,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
111110.KS,111110,호전실업,KOSPI,봉제의복 제조업
140070.KQ,140070,서플러스글로벌,KOSDAQ,기계장비 및 관련 물품 도매업
206650.KQ,206650,유바이오로직스,KOSDAQ,의약품 제조업
227420.KS,227420,도부,KOSPI,직물직조 및 직물제품 제조업
256840.KQ,256840,한국비엔씨,KOSDAQ,기초 의약물질 제조업
241520.KQ,241520,DSC인베스트먼트,KOSDAQ,신탁업 및 집합투자업
246690.KQ,246690,TS인베스트먼트,KOSDAQ,신탁업 및 집합투자업
147760.KQ,147760,피엠티,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
199290.KS,199290,바이오프로테크,KOSPI,의료용 기기 제조업
196300.KQ,196300,HLB펩,KOSDAQ,기초 의약물질 제조업
