Code,Symbol,Name,Market,Sector
136540.KQ,136540,윈스테크넷,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
136480.KQ,136480,하림,KOSDAQ,"도축, 육류 가공 및 저장 처리업"
023350.KS,023350,한국종합기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업"
134060.KQ,134060,이퓨쳐,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업"
104480.KQ,104480,티케이케미칼,KOSDAQ,화학섬유 제조업
138930.KS,138930,BNK금융지주,KOSPI,기타 금융업
020150.KS,020150,롯데에너지머티리얼즈,KOSPI,전자부품 제조업
008470.KQ,008470,부스타,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
011210.KS,011210,현대위아,KOSPI,자동차 신품 부품 제조업
136490.KS,136490,선진,KOSPI,동물용 사료 및 조제식품 제조업
134380.KS,134380,미원화학,KOSPI,기타 화학제품 제조업
121600.KQ,121600,나노신소재,KOSDAQ,기타 화학제품 제조업
093320.KQ,093320,케이아이엔엑스,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
130740.KQ,130740,티피씨글로벌,KOSDAQ,자동차 신품 부품 제조업
061970.KQ,061970,LB세미콘,KOSDAQ,반도체 제조업
131180.KQ,131180,딜리,KOSDAQ,컴퓨터 및 주변장치 제조업
126880.KQ,126880,제이엔케이글로벌,KOSDAQ,일반 목적용 기계 제조업
033560.KQ,033560,블루콤,KOSDAQ,영상 및 음향기기 제조업
048530.KQ,048530,인트론바이오,KOSDAQ,기초 의약물질 제조업
134790.KS,134790,시디즈,KOSPI,가구 제조업
131370.KQ,131370,알서포트,KOSDAQ,소프트웨어 개발 및 공급업
064290.KQ,064290,인텍플러스,KOSDAQ,특수 목적용 기계 제조업
131290.KQ,131290,티에스이,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
082740.KS,082740,한화엔진,KOSPI,일반 목적용 기계 제조업
131400.KQ,131400,이브이첨단소재,KOSDAQ,전자부품 제조업
117580.KS,117580,대성에너지,KOSPI,연료용 가스 제조 및 배관공급업
126560.KS,126560,현대퓨처넷,KOSPI,전기 통신업
120240.KQ,120240,대정화금,KOSDAQ,기초 화학물질 제조업
058860.KS,058860,KTis,KOSPI,기타 정보 서비스업
130660.KS,130660,한전산업,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업"
128660.KQ,128660,피제이메탈,KOSDAQ,1차 비철금속 제조업
131030.KQ,131030,옵투스제약,KOSDAQ,의약품 제조업
096690.KQ,096690,에이루트,KOSDAQ,컴퓨터 및 주변장치 제조업
900140.KS,900140,엘브이엠씨,KOSPI,자동차 판매업
033830.KQ,033830,티비씨,KOSDAQ,텔레비전 방송업
033170.KQ,033170,시그네틱스,KOSDAQ,반도체 제조업
041460.KQ,041460,한국전자인증,KOSDAQ,소프트웨어 개발 및 공급업
126600.KQ,126600,BGF에코머티리얼즈,KOSDAQ,합성고무 및 플라스틱 물질 제조업
105740.KQ,105740,디케이락,KOSDAQ,일반 목적용 기계 제조업
123420.KQ,123420,위메이드플레이,KOSDAQ,소프트웨어 개발 및 공급업
123860.KQ,123860,아나패스,KOSDAQ,반도체 제조업
058400.KQ,058400,KNN,KOSDAQ,텔레비전 방송업
069140.KQ,069140,누리플랜,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
119830.KQ,119830,아이텍,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
101930.KQ,101930,인화정공,KOSDAQ,선박 및 보트 건조업
068940.KQ,068940,셀피글로벌,KOSDAQ,전자부품 제조업
123840.KQ,123840,뉴온,KOSDAQ,기타 식품 제조업
081660.KS,081660,미스토홀딩스,KOSPI,생활용품 도매업
117670.KQ,117670,알파칩스,KOSDAQ,반도체 제조업
119500.KQ,119500,포메탈,KOSDAQ,기타 금속 가공제품 제조업
058850.KS,058850,KTcs,KOSPI,기타 정보 서비스업
068240.KQ,068240,다원시스,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
096530.KQ,096530,씨젠,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
122990.KQ,122990,와이솔,KOSDAQ,전자부품 제조업
126700.KQ,126700,하이비젼시스템,KOSDAQ,사진장비 및 광학기기 제조업
126640.KQ,126640,화신정공,KOSDAQ,자동차 신품 부품 제조업
123410.KQ,123410,코리아에프티,KOSDAQ,자동차 신품 부품 제조업
002150.KS,002150,도화엔지니어링,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업"
123040.KQ,123040,엠에스오토텍,KOSDAQ,자동차 신품 부품 제조업
067920.KQ,067920,이글루,KOSDAQ,기타 정보 서비스업
128820.KS,128820,대성산업,KOSPI,연료 소매업
122900.KS,122900,아이마켓코리아,KOSPI,상품 종합 도매업
128940.KS,128940,한미약품,KOSPI,의약품 제조업
119610.KQ,119610,인터로조,KOSDAQ,의료용 기기 제조업
106190.KQ,106190,하이텍팜,KOSDAQ,기초 의약물질 제조업
105840.KS,105840,우진,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
033920.KS,033920,무학,KOSPI,알코올음료 제조업
121890.KQ,121890,에스디시스템,KOSDAQ,전자부품 제조업
123750.KQ,123750,알톤,KOSDAQ,그외 기타 운송장비 제조업
089850.KQ,089850,유비벨록스,KOSDAQ,소프트웨어 개발 및 공급업
046120.KQ,046120,오르비텍,KOSDAQ,기타 과학기술 서비스업
102460.KS,102460,이연제약,KOSPI,의약품 제조업
070300.KQ,070300,엑스큐어,KOSDAQ,소프트웨어 개발 및 공급업
079970.KQ,079970,투비소프트,KOSDAQ,소프트웨어 개발 및 공급업
123690.KS,123690,한국화장품,KOSPI,생활용품 도매업
123700.KS,123700,에스제이엠,KOSPI,자동차 신품 부품 제조업
071200.KQ,071200,인피니트헬스케어,KOSDAQ,소프트웨어 개발 및 공급업
122690.KQ,122690,서진오토모티브,KOSDAQ,자동차 신품 부품 제조업
100030.KQ,100030,인지소프트,KOSDAQ,소프트웨어 개발 및 공급업
060980.KS,060980,HL홀딩스,KOSPI,기타 금융업
032830.KS,032830,삼성생명,KOSPI,보험업
031440.KS,031440,신세계푸드,KOSPI,음식점업
900110.KQ,900110,딥커머스,KOSDAQ,기타 금융업
900100.KQ,900100,파이온엑스,KOSDAQ,자동차 부품 및 내장품 판매업
115500.KQ,115500,케이씨에스,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
900120.KQ,900120,씨엑스아이,KOSDAQ,기타 금융업
115450.KQ,115450,HLB테라퓨틱스,KOSDAQ,기타 전문 도매업
122350.KQ,122350,삼기,KOSDAQ,자동차 신품 부품 제조업
088350.KS,088350,한화생명,KOSPI,보험업
115610.KQ,115610,이미지스,KOSDAQ,반도체 제조업
120030.KS,120030,조선선재,KOSPI,기타 금속 가공제품 제조업
115310.KQ,115310,인포바인,KOSDAQ,전기 통신업
106080.KQ,106080,케이이엠텍,KOSDAQ,전자부품 제조업
101330.KQ,101330,모베이스,KOSDAQ,통신 및 방송 장비 제조업
120110.KS,120110,코오롱인더,KOSPI,화학섬유 제조업
119650.KS,119650,KC코트렐,KOSPI,일반 목적용 기계 제조업
071320.KS,071320,지역난방공사,KOSPI,"증기, 냉·온수 및 공기조절 공급업"
115570.KQ,115570,스타플렉스,KOSDAQ,플라스틱제품 제조업
115440.KQ,115440,우리넷,KOSDAQ,통신 및 방송 장비 제조업
050860.KQ,050860,아세아텍,KOSDAQ,특수 목적용 기계 제조업
012160.KS,012160,영흥,KOSPI,1차 철강 제조업
114630.KQ,114630,폴라리스우노,KOSDAQ,화학섬유 제조업
080530.KQ,080530,코디,KOSDAQ,기타 화학제품 제조업
118000.KS,118000,메타케어,KOSPI,기계장비 및 관련 물품 도매업
900070.KQ,900070,글로벌에스엠,KOSDAQ,기타 금융업
099520.KQ,099520,DGI,KOSDAQ,영상 및 음향기기 제조업
114450.KQ,114450,그린생명과학,KOSDAQ,기초 의약물질 제조업
114450.KQ,114450,그린생명과학,KOSDAQ,기초 의약물질 제조업
104460.KQ,104460,디와이피엔에프,KOSDAQ,일반 목적용 기계 제조업
112040.KQ,112040,위메이드,KOSDAQ,소프트웨어 개발 및 공급업
052690.KS,052690,한전기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업"
108860.KQ,108860,셀바스AI,KOSDAQ,소프트웨어 개발 및 공급업
088290.KQ,088290,이원컴포텍,KOSDAQ,자동차 신품 부품 제조업
114190.KQ,114190,강원에너지,KOSDAQ,기타 전기장비 제조업
114090.KS,114090,GKL,KOSPI,유원지 및 기타 오락관련 서비스업
115160.KQ,115160,휴맥스,KOSDAQ,기계장비 및 관련 물품 도매업
109960.KQ,109960,앱토크롬,KOSDAQ,기타 전문 도매업
034730.KS,034730,SK,KOSPI,기타 금융업
099410.KQ,099410,동방선기,KOSDAQ,선박 및 보트 건조업
101000.KQ,101000,KS인더스트리,KOSDAQ,특수 목적용 기계 제조업
109820.KQ,109820,진매트릭스,KOSDAQ,자연과학 및 공학 연구개발업
032560.KS,032560,황금에스티,KOSPI,1차 비철금속 제조업
082920.KQ,082920,비츠로셀,KOSDAQ,일차전지 및 이차전지 제조업
000080.KS,000080,하이트진로,KOSPI,알코올음료 제조업
042520.KQ,042520,한스바이오메드,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
082640.KS,082640,동양생명,KOSPI,보험업
104200.KQ,104200,NHN벅스,KOSDAQ,기타 정보 서비스업
052860.KQ,052860,아이앤씨,KOSDAQ,반도체 제조업
047400.KS,047400,유니온머티리얼,KOSPI,"내화, 비내화 요업제품 제조업"
105330.KQ,105330,케이엔더블유,KOSDAQ,자동차 신품 부품 제조업
093240.KS,093240,형지엘리트,KOSPI,봉제의복 제조업
109740.KQ,109740,디에스케이,KOSDAQ,특수 목적용 기계 제조업
095700.KQ,095700,제넥신,KOSDAQ,자연과학 및 공학 연구개발업
108230.KQ,108230,톱텍,KOSDAQ,특수 목적용 기계 제조업
100130.KQ,100130,동국S&C,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
103230.KQ,103230,에스앤더블류,KOSDAQ,일반 목적용 기계 제조업
039490.KS,039490,키움증권,KOSPI,금융 지원 서비스업
111770.KS,111770,영원무역,KOSPI,상품 종합 도매업
063080.KQ,063080,컴투스홀딩스,KOSDAQ,소프트웨어 개발 및 공급업
109860.KQ,109860,동일금속,KOSDAQ,금속 주조업
053690.KS,053690,한미글로벌,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업"
028100.KS,028100,동아지질,KOSPI,기반조성 및 시설물 축조관련 전문공사업
102120.KQ,102120,어보브반도체,KOSDAQ,반도체 제조업
101730.KQ,101730,위메이드맥스,KOSDAQ,소프트웨어 개발 및 공급업
102710.KQ,102710,이엔에프테크놀로지,KOSDAQ,기타 화학제품 제조업
099440.KQ,099440,스맥,KOSDAQ,특수 목적용 기계 제조업
099220.KQ,099220,SDN,KOSDAQ,기계장비 및 관련 물품 도매업
101680.KQ,101680,한국정밀기계,KOSDAQ,특수 목적용 기계 제조업
071970.KS,071970,HD현대마린엔진,KOSPI,일반 목적용 기계 제조업
010240.KQ,010240,흥국,KOSDAQ,특수 목적용 기계 제조업
101170.KQ,101170,우림피티에스,KOSDAQ,일반 목적용 기계 제조업
081150.KQ,081150,티플랙스,KOSDAQ,1차 비철금속 제조업
108670.KS,108670,LX하우시스,KOSPI,플라스틱제품 제조업
098660.KQ,098660,에스티오,KOSDAQ,봉제의복 제조업
071670.KQ,071670,에이테크솔루션,KOSDAQ,특수 목적용 기계 제조업
101490.KQ,101490,에스앤에스텍,KOSDAQ,전자부품 제조업
100120.KQ,100120,뷰웍스,KOSDAQ,의료용 기기 제조업
102940.KQ,102940,코오롱생명과학,KOSDAQ,기초 의약물질 제조업
101400.KQ,101400,엔시트론,KOSDAQ,반도체 제조업
105630.KS,105630,한세실업,KOSPI,봉제의복 제조업
109070.KS,109070,주성코퍼레이션,KOSPI,통신 및 방송 장비 제조업
106240.KQ,106240,파인테크닉스,KOSDAQ,전구 및 조명장치 제조업
107590.KS,107590,미원홀딩스,KOSPI,기타 금융업
086890.KQ,086890,이수앱지스,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
104040.KQ,104040,디에스엠,KOSDAQ,자동차 신품 부품 제조업
078070.KQ,078070,유비쿼스홀딩스,KOSDAQ,기타 금융업
086900.KQ,086900,메디톡스,KOSDAQ,기초 의약물질 제조업
058630.KQ,058630,엠게임,KOSDAQ,소프트웨어 개발 및 공급업
059100.KQ,059100,아이컴포넌트,KOSDAQ,전자부품 제조업
035420.KS,035420,NAVER,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
067630.KQ,067630,HLB생명과학,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
092130.KQ,092130,이크레더블,KOSDAQ,기타 정보 서비스업
026940.KS,026940,부국철강,KOSPI,1차 철강 제조업
026940.KS,026940,부국철강,KOSPI,1차 철강 제조업
105560.KS,105560,KB금융,KOSPI,기타 금융업
100700.KQ,100700,세운메디칼,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
104700.KS,104700,한국철강,KOSPI,1차 철강 제조업
098120.KQ,098120,마이크로컨텍솔,KOSDAQ,전자부품 제조업
083470.KQ,083470,이엠앤아이,KOSDAQ,기초 화학물질 제조업
103590.KS,103590,일진전기,KOSPI,절연선 및 케이블 제조업
103140.KS,103140,풍산,KOSPI,1차 비철금속 제조업
011070.KS,011070,LG이노텍,KOSPI,전자부품 제조업
076080.KQ,076080,웰크론한텍,KOSDAQ,건물 건설업
101670.KQ,101670,하이드로리튬,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
094840.KQ,094840,슈프리마에이치큐,KOSDAQ,통신 및 방송 장비 제조업
017180.KS,017180,명문제약,KOSPI,의약품 제조업
063170.KQ,063170,서울옥션,KOSDAQ,상품 중개업
047560.KQ,047560,이스트소프트,KOSDAQ,소프트웨어 개발 및 공급업
100220.KS,100220,비상교육,KOSPI,"서적, 잡지 및 기타 인쇄물 출판업"
096240.KQ,096240,크레버스,KOSDAQ,일반 교습 학원
102260.KS,102260,동성케미컬,KOSPI,합성고무 및 플라스틱 물질 제조업
101160.KQ,101160,월덱스,KOSDAQ,전자부품 제조업
099320.KQ,099320,쎄트렉아이,KOSDAQ,"항공기,우주선 및 부품 제조업"
064480.KQ,064480,브리지텍,KOSDAQ,소프트웨어 개발 및 공급업
098460.KQ,098460,고영,KOSDAQ,특수 목적용 기계 제조업
067000.KQ,067000,조이시티,KOSDAQ,소프트웨어 개발 및 공급업
018620.KQ,018620,우진비앤지,KOSDAQ,의약품 제조업
095610.KQ,095610,테스,KOSDAQ,특수 목적용 기계 제조업
053280.KQ,053280,예스24,KOSDAQ,무점포 소매업
096870.KQ,096870,엘디티,KOSDAQ,반도체 제조업
032640.KS,032640,LG유플러스,KOSPI,전기 통신업
059210.KQ,059210,메타바이오메드,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
097870.KQ,097870,효성오앤비,KOSDAQ,"비료, 농약 및 살균, 살충제 제조업"
101140.KS,101140,인바이오젠,KOSPI,기계장비 및 관련 물품 도매업
020560.KS,020560,아시아나항공,KOSPI,항공 여객 운송업
100840.KS,100840,SNT에너지,KOSPI,일반 목적용 기계 제조업
100250.KS,100250,진양홀딩스,KOSPI,플라스틱제품 제조업
091440.KQ,091440,한울소재과학,KOSDAQ,통신 및 방송 장비 제조업
085310.KS,085310,엔케이,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업"
097780.KQ,097780,에코볼트,KOSDAQ,자동차 신품 부품 제조업
096630.KQ,096630,에스코넥,KOSDAQ,통신 및 방송 장비 제조업
068330.KQ,068330,일신바이오,KOSDAQ,일반 목적용 기계 제조업
093920.KQ,093920,서원인텍,KOSDAQ,통신 및 방송 장비 제조업
067010.KQ,067010,이씨에스,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
096350.KQ,096350,대창솔루션,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
051600.KS,051600,한전KPS,KOSPI,전기 및 통신 공사업
051600.KS,051600,한전KPS,KOSPI,전기 및 통신 공사업
069920.KQ,069920,엑시온그룹,KOSDAQ,무점포 소매업
096610.KQ,096610,알에프세미,KOSDAQ,반도체 제조업
092070.KQ,092070,디엔에프,KOSDAQ,기타 화학제품 제조업
094820.KQ,094820,일진파워,KOSDAQ,전기 및 통신 공사업
086670.KQ,086670,비엠티,KOSDAQ,일반 목적용 기계 제조업
092440.KS,092440,기신정기,KOSPI,특수 목적용 기계 제조업
095190.KQ,095190,신화프리텍,KOSDAQ,기타 금속 가공제품 제조업
044450.KS,044450,KSS해운,KOSPI,해상 운송업
094280.KS,094280,효성 ITX,KOSPI,기타 사업지원 서비스업
092300.KQ,092300,현우산업,KOSDAQ,전자부품 제조업
033270.KS,033270,유나이티드,KOSPI,의약품 제조업
093640.KQ,093640,케이알엠,KOSDAQ,반도체 제조업
092200.KS,092200,디아이씨,KOSPI,자동차 신품 부품 제조업
095910.KQ,095910,에스에너지,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
081580.KQ,081580,성우전자,KOSDAQ,통신 및 방송 장비 제조업
073110.KQ,073110,엘엠에스,KOSDAQ,전자부품 제조업
094970.KQ,094970,제이엠티,KOSDAQ,전자부품 제조업
080520.KQ,080520,오디텍,KOSDAQ,반도체 제조업
095340.KQ,095340,ISC,KOSDAQ,기계장비 및 관련 물품 도매업
085910.KQ,085910,네오티스,KOSDAQ,자동차 신품 부품 제조업
095500.KQ,095500,미래나노텍,KOSDAQ,플라스틱제품 제조업
027580.KQ,027580,상보,KOSDAQ,플라스틱제품 제조업
097950.KS,097950,CJ제일제당,KOSPI,기타 식품 제조업
086040.KQ,086040,바이오톡스텍,KOSDAQ,자연과학 및 공학 연구개발업
028670.KS,028670,팬오션,KOSPI,해상 운송업
057540.KQ,057540,옴니시스템,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
094940.KQ,094940,푸른로보틱스,KOSDAQ,컴퓨터 및 주변장치 제조업
095270.KQ,095270,웨이브일렉트로,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
097230.KS,097230,HJ중공업,KOSPI,토목 건설업
093190.KQ,093190,빅솔론,KOSDAQ,컴퓨터 및 주변장치 제조업
096760.KS,096760,JW홀딩스,KOSPI,기타 금융업
091340.KQ,091340,S&K폴리텍,KOSDAQ,전자부품 제조업
096770.KS,096770,SK이노베이션,KOSPI,석유 정제품 제조업
072770.KQ,072770,멤레이비티,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
094480.KQ,094480,갤럭시아머니트리,KOSDAQ,소프트웨어 개발 및 공급업
086520.KQ,086520,에코프로,KOSDAQ,기타 금융업
065150.KQ,065150,대산F&B,KOSDAQ,음·식료품 및 담배 도매업
078340.KQ,078340,컴투스,KOSDAQ,소프트웨어 개발 및 공급업
095660.KQ,095660,네오위즈,KOSDAQ,소프트웨어 개발 및 공급업
029780.KS,029780,삼성카드,KOSPI,기타 금융업
092600.KQ,092600,앤씨앤,KOSDAQ,반도체 제조업
069410.KQ,069410,엔텔스,KOSDAQ,소프트웨어 개발 및 공급업
001780.KS,001780,알루코,KOSPI,1차 비철금속 제조업
093380.KQ,093380,풍강,KOSDAQ,기타 금속 가공제품 제조업
095720.KS,095720,웅진씽크빅,KOSPI,초등 교육기관
086450.KQ,086450,동국제약,KOSDAQ,의약품 제조업
064820.KQ,064820,케이프,KOSDAQ,선박 및 보트 건조업
091580.KQ,091580,상신이디피,KOSDAQ,일차전지 및 이차전지 제조업
092460.KQ,092460,한라IMS,KOSDAQ,선박 및 보트 건조업
073540.KQ,073540,에프알텍,KOSDAQ,통신 및 방송 장비 제조업
091120.KQ,091120,이엠텍,KOSDAQ,전자부품 제조업
094850.KQ,094850,참좋은여행,KOSDAQ,여행사 및 기타 여행보조 서비스업
094860.KQ,094860,네오리진,KOSDAQ,소프트웨어 개발 및 공급업
094800.KS,094800,맵스리얼티,KOSPI,신탁업 및 집합투자업
078020.KQ,078020,LS증권,KOSDAQ,금융 지원 서비스업
093520.KQ,093520,매커스,KOSDAQ,기계장비 및 관련 물품 도매업
091970.KQ,091970,LSK아이로봇,KOSDAQ,플라스틱제품 제조업
092730.KQ,092730,네오팜,KOSDAQ,기타 화학제품 제조업
039200.KQ,039200,오스코텍,KOSDAQ,의약품 제조업
089010.KQ,089010,켐트로닉스,KOSDAQ,기타 화학제품 제조업
090470.KQ,090470,제이스로보틱스,KOSDAQ,특수 목적용 기계 제조업
088130.KQ,088130,동아엘텍,KOSDAQ,특수 목적용 기계 제조업
090370.KS,090370,메타랩스,KOSPI,봉제의복 제조업
093370.KS,093370,후성,KOSPI,기초 화학물질 제조업
084110.KQ,084110,휴온스글로벌,KOSDAQ,의약품 제조업
089150.KQ,089150,케이씨티,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
091700.KQ,091700,파트론,KOSDAQ,전자부품 제조업
086390.KQ,086390,유니테스트,KOSDAQ,특수 목적용 기계 제조업
090710.KQ,090710,휴림로봇,KOSDAQ,특수 목적용 기계 제조업
093050.KS,093050,LF,KOSPI,봉제의복 제조업
060540.KQ,060540,에스에이티,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
066310.KQ,066310,큐에스아이,KOSDAQ,반도체 제조업
067280.KQ,067280,멀티캠퍼스,KOSDAQ,기타 교육기관
044380.KS,044380,주연테크,KOSPI,컴퓨터 및 주변장치 제조업
044820.KS,044820,코스맥스비티아이,KOSPI,기타 금융업
089890.KQ,089890,코세스,KOSDAQ,특수 목적용 기계 제조업
034590.KS,034590,인천도시가스,KOSPI,연료용 가스 제조 및 배관공급업
080470.KQ,080470,성창오토텍,KOSDAQ,자동차 신품 부품 제조업
089140.KQ,089140,넥스턴앤롤코리아,KOSDAQ,특수 목적용 기계 제조업
089790.KQ,089790,제이티,KOSDAQ,특수 목적용 기계 제조업
090150.KQ,090150,아이윈,KOSDAQ,자동차 신품 부품 제조업
088390.KQ,088390,이녹스,KOSDAQ,그외 기타 운송장비 제조업
009770.KS,009770,삼정펄프,KOSPI,"펄프, 종이 및 판지 제조업"
092220.KS,092220,KEC,KOSPI,반도체 제조업
092230.KS,092230,KPX홀딩스,KOSPI,기초 화학물질 제조업
089230.KQ,089230,THE E&M,KOSDAQ,기타 정보 서비스업
043150.KQ,043150,바텍,KOSDAQ,의료용 기기 제조업
086960.KQ,086960,MDS테크,KOSDAQ,소프트웨어 개발 및 공급업
089470.KS,089470,HDC현대EP,KOSPI,기타 화학제품 제조업
038060.KQ,038060,루멘스,KOSDAQ,반도체 제조업
083660.KQ,083660,CSA 코스믹,KOSDAQ,기타 화학제품 제조업
063570.KQ,063570,NICE인프라,KOSDAQ,기타 사업지원 서비스업
086980.KQ,086980,쇼박스,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
068050.KQ,068050,팬엔터테인먼트,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
039290.KQ,039290,인포뱅크,KOSDAQ,기타 정보 서비스업
090350.KS,090350,노루페인트,KOSPI,기타 화학제품 제조업
090430.KS,090430,아모레퍼시픽,KOSPI,기타 화학제품 제조업
078860.KQ,078860,아이오케이이엔엠,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
088910.KQ,088910,동우팜투테이블,KOSDAQ,"도축, 육류 가공 및 저장 처리업"
032350.KS,032350,롯데관광개발,KOSPI,여행사 및 기타 여행보조 서비스업
054950.KQ,054950,제이브이엠,KOSDAQ,일반 목적용 기계 제조업
090080.KS,090080,평화산업,KOSPI,자동차 신품 부품 제조업
049800.KS,049800,우진플라임,KOSPI,특수 목적용 기계 제조업
084730.KQ,084730,팅크웨어,KOSDAQ,통신 및 방송 장비 제조업
035510.KS,035510,신세계I&C,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
086060.KQ,086060,진바이오텍,KOSDAQ,산업용 농·축산물 및 동·식물 도매업
022220.KQ,022220,티케이지애강,KOSDAQ,플라스틱제품 제조업
088790.KS,088790,진도,KOSPI,기타 전문 도매업
088800.KQ,088800,에이스테크,KOSDAQ,통신 및 방송 장비 제조업
088980.KS,088980,맥쿼리인프라,KOSPI,신탁업 및 집합투자업
023530.KS,023530,롯데쇼핑,KOSPI,종합 소매업
068760.KQ,068760,셀트리온제약,KOSDAQ,의약품 제조업
083450.KQ,083450,GST,KOSDAQ,특수 목적용 기계 제조업
019990.KQ,019990,에너토크,KOSDAQ,일반 목적용 기계 제조업
079370.KQ,079370,제우스,KOSDAQ,특수 목적용 기계 제조업
085670.KQ,085670,뉴프렉스,KOSDAQ,전자부품 제조업
084370.KQ,084370,유진테크,KOSDAQ,특수 목적용 기계 제조업
083790.KQ,083790,CG인바이츠,KOSDAQ,자연과학 및 공학 연구개발업
064550.KQ,064550,바이오니아,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
084990.KQ,084990,헬릭스미스,KOSDAQ,자연과학 및 공학 연구개발업
083640.KQ,083640,인콘,KOSDAQ,상품 종합 도매업
085660.KQ,085660,차바이오텍,KOSDAQ,기초 의약물질 제조업
086280.KS,086280,현대글로비스,KOSPI,기타 운송관련 서비스업
078140.KQ,078140,대봉엘에스,KOSDAQ,의약품 제조업
067900.KQ,067900,와이엔텍,KOSDAQ,폐기물 처리업
067900.KQ,067900,와이엔텍,KOSDAQ,폐기물 처리업
083550.KQ,083550,케이엠,KOSDAQ,기타 섬유제품 제조업
084870.KS,084870,티비에이치글로벌,KOSPI,봉제의복 제조업
084180.KQ,084180,수성웹툰,KOSDAQ,일반 목적용 기계 제조업
086790.KS,086790,하나금융지주,KOSPI,기타 금융업
001560.KS,001560,제일연마,KOSPI,기타 비금속 광물제품 제조업
080420.KQ,080420,모다이노칩,KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업"
083650.KQ,083650,비에이치아이,KOSDAQ,일반 목적용 기계 제조업
079190.KQ,079190,케스피온,KOSDAQ,통신 및 방송 장비 제조업
079430.KS,079430,현대리바트,KOSPI,가구 제조업
082800.KQ,082800,비보존 제약,KOSDAQ,의약품 제조업
043910.KQ,043910,자연과환경,KOSDAQ,"시멘트, 석회, 플라스터 및 그 제품 제조업"
079000.KQ,079000,와토스코리아,KOSDAQ,플라스틱제품 제조업
079000.KQ,079000,와토스코리아,KOSDAQ,플라스틱제품 제조업
084010.KS,084010,대한제강,KOSPI,1차 철강 제조업
041020.KQ,041020,폴라리스오피스,KOSDAQ,소프트웨어 개발 및 공급업
078590.KQ,078590,휴림에이텍,KOSDAQ,자동차 신품 부품 제조업
038070.KQ,038070,서린바이오,KOSDAQ,기타 전문 도매업
075180.KS,075180,새론오토모티브,KOSPI,자동차 신품 부품 제조업
083420.KS,083420,그린케미칼,KOSPI,기타 화학제품 제조업
079940.KQ,079940,가비아,KOSDAQ,소프트웨어 개발 및 공급업
077360.KQ,077360,덕산하이메탈,KOSDAQ,반도체 제조업
083930.KQ,083930,아바코,KOSDAQ,특수 목적용 기계 제조업
067310.KQ,067310,하나마이크론,KOSDAQ,반도체 제조업
083310.KQ,083310,엘오티베큠,KOSDAQ,특수 목적용 기계 제조업
082660.KQ,082660,코스나인,KOSDAQ,기타 화학제품 제조업
080010.KQ,080010,이상네트웍스,KOSDAQ,상품 중개업
084690.KS,084690,대상홀딩스,KOSPI,기타 금융업
